scenario,run,total_treatmentfailures,year
cycling_asaq_dhappq_2y,16,38575648,2031
cycling_asaq_dhappq_2y,17,36337136,2031
cycling_asaq_dhappq_2y,18,38066740,2031
cycling_asaq_dhappq_2y,19,38224688,2031
cycling_asaq_dhappq_2y,20,38880460,2031
cycling_asaq_dhappq_2y,21,39110212,2031
cycling_asaq_dhappq_2y,22,38561556,2031
cycling_asaq_dhappq_2y,23,37551636,2031
cycling_asaq_dhappq_2y,24,37309816,2031
cycling_asaq_dhappq_2y,25,36078432,2031
cycling_asaq_dhappq_2y,26,37819964,2031
cycling_asaq_dhappq_2y,27,38176224,2031
cycling_asaq_dhappq_2y,28,37169784,2031
cycling_asaq_dhappq_2y,29,37391176,2031
cycling_asaq_dhappq_2y,30,37270680,2031
cycling_asaq_dhappq_2y,31,37676220,2031
cycling_asaq_dhappq_3y,0,38642388,2031
cycling_asaq_dhappq_3y,1,38823884,2031
cycling_asaq_dhappq_3y,2,38862524,2031
cycling_asaq_dhappq_3y,3,38594044,2031
cycling_asaq_dhappq_3y,4,39613576,2031
cycling_asaq_dhappq_3y,5,38540932,2031
cycling_asaq_dhappq_3y,6,38795608,2031
cycling_asaq_dhappq_3y,7,38545592,2031
cycling_asaq_dhappq_3y,8,37902028,2031
cycling_asaq_dhappq_3y,9,37852892,2031
cycling_asaq_dhappq_3y,10,37566912,2031
cycling_asaq_dhappq_3y,11,39433732,2031
cycling_asaq_dhappq_3y,12,38800296,2031
cycling_asaq_dhappq_3y,13,40516184,2031
cycling_asaq_dhappq_3y,14,38638896,2031
cycling_asaq_dhappq_3y,15,38408844,2031
cycling_asaq_dhappq_3y,16,38810504,2031
cycling_asaq_dhappq_3y,17,39098392,2031
cycling_asaq_dhappq_3y,18,39352172,2031
cycling_asaq_dhappq_3y,19,38962996,2031
cycling_asaq_dhappq_3y,20,39819080,2031
cycling_asaq_dhappq_3y,21,39559880,2031
cycling_asaq_dhappq_3y,22,39385108,2031
cycling_asaq_dhappq_3y,23,40255092,2031
cycling_asaq_dhappq_3y,24,39967624,2031
cycling_asaq_dhappq_3y,25,38152144,2031
cycling_asaq_dhappq_3y,26,37987308,2031
cycling_asaq_dhappq_3y,27,38903992,2031
cycling_asaq_dhappq_3y,28,38550660,2031
cycling_asaq_dhappq_3y,29,39634680,2031
cycling_asaq_dhappq_3y,30,38725284,2031
cycling_asaq_dhappq_3y,31,38436868,2031
cycling_asaq_dhappq_al_1y,0,45557332,2031
cycling_asaq_dhappq_al_1y,1,46947692,2031
cycling_asaq_dhappq_al_1y,2,44123884,2031
cycling_asaq_dhappq_al_1y,3,45046044,2031
cycling_asaq_dhappq_al_1y,4,44532096,2031
cycling_asaq_dhappq_al_1y,5,45662516,2031
cycling_asaq_dhappq_al_1y,6,44350784,2031
cycling_asaq_dhappq_al_1y,7,44037020,2031
cycling_asaq_dhappq_al_1y,8,44597212,2031
cycling_asaq_dhappq_al_1y,9,44200808,2031
cycling_asaq_dhappq_al_1y,10,45010856,2031
cycling_asaq_dhappq_al_1y,11,44944372,2031
cycling_asaq_dhappq_al_1y,12,44132592,2031
cycling_asaq_dhappq_al_1y,13,45025824,2031
cycling_asaq_dhappq_al_1y,14,44111308,2031
cycling_asaq_dhappq_al_1y,15,44660668,2031
cycling_asaq_dhappq_al_1y,16,46144628,2031
cycling_asaq_dhappq_al_1y,17,44177576,2031
cycling_asaq_dhappq_al_1y,18,44047732,2031
cycling_asaq_dhappq_al_1y,19,46674552,2031
cycling_asaq_dhappq_al_1y,20,44221824,2031
cycling_asaq_dhappq_al_1y,21,45683772,2031
cycling_asaq_dhappq_al_1y,22,44037852,2031
cycling_asaq_dhappq_al_1y,23,45000748,2031
cycling_asaq_dhappq_al_1y,24,44514216,2031
cycling_asaq_dhappq_al_1y,25,46536932,2031
cycling_asaq_dhappq_al_1y,26,45199616,2031
cycling_asaq_dhappq_al_1y,27,45515808,2031
cycling_asaq_dhappq_al_1y,28,45035208,2031
cycling_asaq_dhappq_al_1y,29,46025764,2031
cycling_asaq_dhappq_al_1y,30,46918792,2031
cycling_asaq_dhappq_al_1y,31,45946552,2031
cycling_asaq_dhappq_al_2y,0,45682396,2031
cycling_asaq_dhappq_al_2y,1,44297644,2031
cycling_asaq_dhappq_al_2y,2,44812436,2031
cycling_asaq_dhappq_al_2y,3,44694524,2031
cycling_asaq_dhappq_al_2y,4,46374108,2031
cycling_asaq_dhappq_al_2y,5,45287080,2031
cycling_asaq_dhappq_al_2y,6,44885216,2031
cycling_asaq_dhappq_al_2y,7,43634588,2031
cycling_asaq_dhappq_al_2y,8,46191000,2031
cycling_asaq_dhappq_al_2y,9,48306496,2031
cycling_asaq_dhappq_al_2y,10,44318104,2031
cycling_asaq_dhappq_al_2y,11,44608164,2031
cycling_asaq_dhappq_al_2y,12,44405856,2031
cycling_asaq_dhappq_al_2y,13,43877516,2031
cycling_asaq_dhappq_al_2y,14,44905780,2031
cycling_asaq_dhappq_al_2y,15,46353640,2031
cycling_asaq_dhappq_al_2y,16,45668564,2031
cycling_asaq_dhappq_al_2y,17,43793032,2031
cycling_asaq_dhappq_al_2y,18,47005632,2031
cycling_asaq_dhappq_al_2y,19,44484192,2031
cycling_asaq_dhappq_al_2y,20,43653028,2031
cycling_asaq_dhappq_al_2y,21,45360616,2031
cycling_asaq_dhappq_al_2y,22,44858280,2031
cycling_asaq_dhappq_al_2y,23,45381252,2031
cycling_asaq_dhappq_al_2y,24,44031352,2031
cycling_asaq_dhappq_al_2y,25,46487784,2031
cycling_asaq_dhappq_al_2y,26,45586216,2031
cycling_asaq_dhappq_al_2y,27,45774752,2031
cycling_asaq_dhappq_al_2y,28,45270220,2031
cycling_asaq_dhappq_al_2y,29,45492352,2031
cycling_asaq_dhappq_al_2y,30,44803252,2031
cycling_asaq_dhappq_al_2y,31,46352080,2031
cycling_dhappq_al_1y,0,50605868,2031
cycling_dhappq_al_1y,1,51120588,2031
cycling_dhappq_al_1y,2,49216740,2031
cycling_dhappq_al_1y,3,52615172,2031
cycling_dhappq_al_1y,4,49745920,2031
cycling_dhappq_al_1y,5,50977396,2031
cycling_dhappq_al_1y,6,53303504,2031
cycling_dhappq_al_1y,7,50038364,2031
cycling_dhappq_al_1y,8,49241132,2031
cycling_dhappq_al_1y,9,51296208,2031
cycling_dhappq_al_1y,10,48668744,2031
cycling_dhappq_al_1y,11,50375716,2031
cycling_dhappq_al_1y,12,49830080,2031
cycling_dhappq_al_1y,13,49886480,2031
cycling_dhappq_al_1y,14,51286956,2031
cycling_dhappq_al_1y,15,51627916,2031
cycling_dhappq_al_1y,16,51999172,2031
cycling_dhappq_al_1y,17,50221804,2031
cycling_dhappq_al_1y,18,50107860,2031
cycling_dhappq_al_1y,19,53040528,2031
cycling_dhappq_al_1y,20,49224116,2031
cycling_dhappq_al_1y,21,50656492,2031
cycling_dhappq_al_1y,22,48392272,2031
cycling_dhappq_al_1y,23,52510356,2031
cycling_dhappq_al_1y,24,49473676,2031
cycling_dhappq_al_1y,25,50697576,2031
cycling_dhappq_al_1y,26,52577948,2031
cycling_dhappq_al_1y,27,50408004,2031
cycling_dhappq_al_1y,28,48457024,2031
cycling_dhappq_al_1y,29,50842092,2031
cycling_dhappq_al_1y,30,49870548,2031
cycling_dhappq_al_1y,31,50084060,2031
cycling_dhappq_al_2y,0,50504600,2031
cycling_dhappq_al_2y,1,51567264,2031
cycling_dhappq_al_2y,2,49419860,2031
cycling_dhappq_al_2y,3,49578460,2031
cycling_dhappq_al_2y,4,50142852,2031
cycling_dhappq_al_2y,5,50090072,2031
cycling_dhappq_al_2y,6,48985916,2031
cycling_dhappq_al_2y,7,49544984,2031
cycling_dhappq_al_2y,8,50482200,2031
cycling_dhappq_al_2y,9,50705920,2031
cycling_dhappq_al_2y,10,49888712,2031
cycling_dhappq_al_2y,11,49279600,2031
cycling_dhappq_al_2y,12,49507504,2031
cycling_dhappq_al_2y,13,48029760,2031
cycling_dhappq_al_2y,14,50519456,2031
cycling_dhappq_al_2y,15,49234388,2031
cycling_dhappq_al_2y,16,49854140,2031
cycling_dhappq_al_2y,17,49739876,2031
cycling_dhappq_al_2y,18,50172824,2031
cycling_dhappq_al_2y,19,51715092,2031
cycling_dhappq_al_2y,20,49801380,2031
cycling_dhappq_al_2y,21,49353344,2031
cycling_dhappq_al_2y,22,49339852,2031
cycling_dhappq_al_2y,23,49186580,2031
cycling_dhappq_al_2y,24,51939896,2031
cycling_dhappq_al_2y,25,51102632,2031
cycling_dhappq_al_2y,26,51313540,2031
cycling_dhappq_al_2y,27,48741876,2031
cycling_dhappq_al_2y,28,49445008,2031
cycling_dhappq_al_2y,29,48388876,2031
cycling_dhappq_al_2y,30,47920388,2031
cycling_dhappq_al_2y,31,50372116,2031
cycling_dhappq_al_3y,0,48499580,2031
cycling_dhappq_al_3y,1,51622844,2031
cycling_dhappq_al_3y,2,50772672,2031
cycling_dhappq_al_3y,3,49524092,2031
cycling_dhappq_al_3y,4,50661152,2031
cycling_dhappq_al_3y,5,50507944,2031
cycling_dhappq_al_3y,6,48526184,2031
cycling_dhappq_al_3y,7,47978400,2031
cycling_dhappq_al_3y,8,53223928,2031
cycling_dhappq_al_3y,9,52314628,2031
cycling_dhappq_al_3y,10,52387944,2031
cycling_dhappq_al_3y,11,48767436,2031
cycling_dhappq_al_3y,12,49105784,2031
cycling_dhappq_al_3y,13,50199300,2031
cycling_dhappq_al_3y,14,50085512,2031
cycling_dhappq_al_3y,15,49965196,2031
cycling_dhappq_al_3y,16,49930264,2031
cycling_dhappq_al_3y,17,48453700,2031
cycling_dhappq_al_3y,18,50076888,2031
cycling_dhappq_al_3y,19,49149800,2031
cycling_dhappq_al_3y,20,50474540,2031
cycling_dhappq_al_3y,21,50269660,2031
cycling_dhappq_al_3y,22,50303252,2031
cycling_dhappq_al_3y,23,50241528,2031
cycling_dhappq_al_3y,24,48782164,2031
cycling_dhappq_al_3y,25,51311400,2031
cycling_dhappq_al_3y,26,50153124,2031
cycling_dhappq_al_3y,27,50204176,2031
cycling_dhappq_al_3y,28,50480232,2031
cycling_dhappq_al_3y,29,50127420,2031
cycling_dhappq_al_3y,30,50949796,2031
cycling_dhappq_al_3y,31,49444560,2031
cycling_dhappq_al_asaq_1y,0,47074636,2031
cycling_dhappq_al_asaq_1y,1,44798728,2031
cycling_dhappq_al_asaq_1y,2,45857876,2031
cycling_dhappq_al_asaq_1y,3,45670356,2031
cycling_dhappq_al_asaq_1y,4,46340364,2031
cycling_dhappq_al_asaq_1y,5,44798480,2031
cycling_dhappq_al_asaq_1y,6,45158604,2031
cycling_dhappq_al_asaq_1y,7,44578272,2031
cycling_dhappq_al_asaq_1y,8,47537300,2031
cycling_dhappq_al_asaq_1y,9,43676464,2031
cycling_dhappq_al_asaq_1y,10,47308240,2031
cycling_dhappq_al_asaq_1y,11,45390284,2031
cycling_dhappq_al_asaq_1y,12,43758580,2031
cycling_dhappq_al_asaq_1y,13,44730876,2031
cycling_dhappq_al_asaq_1y,14,47479620,2031
cycling_dhappq_al_asaq_1y,15,44628688,2031
cycling_dhappq_al_asaq_1y,16,44976280,2031
cycling_dhappq_al_asaq_1y,17,44892940,2031
cycling_dhappq_al_asaq_1y,18,45545752,2031
cycling_dhappq_al_asaq_1y,19,43878236,2031
cycling_dhappq_al_asaq_1y,20,45396852,2031
cycling_dhappq_al_asaq_1y,21,46395564,2031
cycling_dhappq_al_asaq_1y,22,47855136,2031
cycling_dhappq_al_asaq_1y,23,44979568,2031
cycling_dhappq_al_asaq_1y,24,45691820,2031
cycling_dhappq_al_asaq_1y,25,47028380,2031
cycling_dhappq_al_asaq_1y,26,45881280,2031
cycling_dhappq_al_asaq_1y,27,44908020,2031
cycling_dhappq_al_asaq_1y,28,46586292,2031
cycling_dhappq_al_asaq_1y,29,44467004,2031
cycling_dhappq_al_asaq_1y,30,44841008,2031
cycling_dhappq_al_asaq_1y,31,44666668,2031
cycling_dhappq_al_asaq_2y,0,44338552,2031
cycling_dhappq_al_asaq_2y,1,44609800,2031
cycling_dhappq_al_asaq_2y,2,43429036,2031
cycling_dhappq_al_asaq_2y,3,44312592,2031
cycling_dhappq_al_asaq_2y,4,44443568,2031
cycling_dhappq_al_asaq_2y,5,44796556,2031
cycling_dhappq_al_asaq_2y,6,45068044,2031
cycling_dhappq_al_asaq_2y,7,45144776,2031
cycling_dhappq_al_asaq_2y,8,44614824,2031
cycling_dhappq_al_asaq_2y,9,45240580,2031
cycling_dhappq_al_asaq_2y,10,43271076,2031
cycling_dhappq_al_asaq_2y,11,46010208,2031
cycling_dhappq_al_asaq_2y,12,45824320,2031
cycling_dhappq_al_asaq_2y,13,44898804,2031
cycling_dhappq_al_asaq_2y,14,44317480,2031
cycling_dhappq_al_asaq_2y,15,46218452,2031
cycling_dhappq_al_asaq_2y,16,44339992,2031
cycling_dhappq_al_asaq_2y,17,46084624,2031
cycling_dhappq_al_asaq_2y,18,44230100,2031
cycling_dhappq_al_asaq_2y,19,44098568,2031
cycling_dhappq_al_asaq_2y,20,45520460,2031
cycling_dhappq_al_asaq_2y,21,44732344,2031
cycling_dhappq_al_asaq_2y,22,45485256,2031
cycling_dhappq_al_asaq_2y,23,44913324,2031
cycling_dhappq_al_asaq_2y,24,43673372,2031
cycling_dhappq_al_asaq_2y,25,44712512,2031
cycling_dhappq_al_asaq_2y,26,44035016,2031
cycling_dhappq_al_asaq_2y,27,46322804,2031
cycling_dhappq_al_asaq_2y,28,44695176,2031
cycling_dhappq_al_asaq_2y,29,45030836,2031
cycling_dhappq_al_asaq_2y,30,44598212,2031
cycling_dhappq_al_asaq_2y,31,44323760,2031
cycling_dhappq_asaq_1y,0,39202508,2031
cycling_dhappq_asaq_1y,1,40494532,2031
cycling_dhappq_asaq_1y,2,40023412,2031
cycling_dhappq_asaq_1y,3,40308592,2031
cycling_dhappq_asaq_1y,4,38767172,2031
cycling_dhappq_asaq_1y,5,39587724,2031
cycling_dhappq_asaq_1y,6,39505608,2031
cycling_dhappq_asaq_1y,7,38513332,2031
cycling_dhappq_asaq_1y,8,38671488,2031
cycling_dhappq_asaq_1y,9,38985520,2031
cycling_dhappq_asaq_1y,10,38814664,2031
cycling_dhappq_asaq_1y,11,38907912,2031
cycling_dhappq_asaq_1y,12,38400920,2031
cycling_dhappq_asaq_1y,13,38994408,2031
cycling_dhappq_asaq_1y,14,40090332,2031
cycling_dhappq_asaq_1y,15,38049356,2031
cycling_dhappq_asaq_1y,16,38129588,2031
cycling_dhappq_asaq_1y,17,39811812,2031
cycling_dhappq_asaq_1y,18,39938660,2031
cycling_dhappq_asaq_1y,19,39216592,2031
cycling_dhappq_asaq_1y,20,39742928,2031
cycling_dhappq_asaq_1y,21,40968724,2031
cycling_dhappq_asaq_1y,22,39519160,2031
cycling_dhappq_asaq_1y,23,39877836,2031
cycling_dhappq_asaq_1y,24,40629768,2031
cycling_dhappq_asaq_1y,25,39811296,2031
cycling_dhappq_asaq_1y,26,39213384,2031
cycling_dhappq_asaq_1y,27,38278920,2031
cycling_dhappq_asaq_1y,28,40230816,2031
cycling_dhappq_asaq_1y,29,39917624,2031
cycling_dhappq_asaq_1y,30,39744720,2031
cycling_dhappq_asaq_1y,31,38712660,2031
cycling_dhappq_asaq_2y,0,42528500,2031
cycling_dhappq_asaq_2y,1,43193208,2031
cycling_dhappq_asaq_2y,2,42425152,2031
cycling_dhappq_asaq_2y,3,43197836,2031
cycling_dhappq_asaq_2y,4,43077804,2031
cycling_dhappq_asaq_2y,5,43484444,2031
cycling_dhappq_asaq_2y,6,41557844,2031
cycling_dhappq_asaq_2y,7,41863512,2031
cycling_dhappq_asaq_2y,8,43784368,2031
cycling_dhappq_asaq_2y,9,42298348,2031
cycling_dhappq_asaq_2y,10,42246780,2031
cycling_dhappq_asaq_2y,11,42166784,2031
cycling_dhappq_asaq_2y,12,42942244,2031
cycling_dhappq_asaq_2y,13,41539364,2031
cycling_dhappq_asaq_2y,14,42537612,2031
cycling_dhappq_asaq_2y,15,42774192,2031
cycling_dhappq_asaq_2y,16,41881332,2031
cycling_dhappq_asaq_2y,17,41865452,2031
cycling_dhappq_asaq_2y,18,41719600,2031
cycling_dhappq_asaq_2y,19,42140800,2031
cycling_dhappq_asaq_2y,20,43392844,2031
cycling_dhappq_asaq_2y,21,42496208,2031
cycling_dhappq_asaq_2y,22,42143348,2031
cycling_dhappq_asaq_2y,23,44035120,2031
cycling_dhappq_asaq_2y,24,41911052,2031
cycling_dhappq_asaq_2y,25,41513784,2031
cycling_dhappq_asaq_2y,26,41798496,2031
cycling_dhappq_asaq_2y,27,42344544,2031
cycling_dhappq_asaq_2y,28,42050832,2031
cycling_dhappq_asaq_2y,29,42669380,2031
cycling_dhappq_asaq_2y,30,41893416,2031
cycling_dhappq_asaq_2y,31,42152048,2031
cycling_dhappq_asaq_3y,0,38194280,2031
cycling_dhappq_asaq_3y,1,38938312,2031
cycling_dhappq_asaq_3y,2,38974676,2031
cycling_dhappq_asaq_3y,3,38262260,2031
cycling_dhappq_asaq_3y,4,38313732,2031
cycling_dhappq_asaq_3y,5,40275472,2031
cycling_dhappq_asaq_3y,6,38708556,2031
cycling_dhappq_asaq_3y,7,38553972,2031
cycling_dhappq_asaq_3y,8,38502988,2031
cycling_dhappq_asaq_3y,9,38367700,2031
cycling_dhappq_asaq_3y,10,41176780,2031
cycling_dhappq_asaq_3y,11,37983084,2031
cycling_dhappq_asaq_3y,12,39307108,2031
cycling_dhappq_asaq_3y,13,38650644,2031
cycling_dhappq_asaq_3y,14,40480364,2031
cycling_dhappq_asaq_3y,15,38971592,2031
cycling_dhappq_asaq_3y,16,38842836,2031
cycling_dhappq_asaq_3y,17,38982180,2031
cycling_dhappq_asaq_3y,18,38270660,2031
cycling_dhappq_asaq_3y,19,39269724,2031
cycling_dhappq_asaq_3y,20,38760240,2031
cycling_dhappq_asaq_3y,21,38613792,2031
cycling_dhappq_asaq_3y,22,39678876,2031
cycling_dhappq_asaq_3y,23,38113312,2031
cycling_dhappq_asaq_3y,24,39991792,2031
cycling_dhappq_asaq_3y,25,39047348,2031
cycling_dhappq_asaq_3y,26,39371700,2031
cycling_dhappq_asaq_3y,27,39718956,2031
cycling_dhappq_asaq_3y,28,39181100,2031
cycling_dhappq_asaq_3y,29,38673912,2031
cycling_dhappq_asaq_3y,30,38215548,2031
cycling_dhappq_asaq_3y,31,38369896,2031
cycling_dhappq_asaq_al_1y,0,46313756,2031
cycling_dhappq_asaq_al_1y,1,44587912,2031
cycling_dhappq_asaq_al_1y,2,45053292,2031
cycling_dhappq_asaq_al_1y,3,45086872,2031
cycling_dhappq_asaq_al_1y,4,46897556,2031
cycling_dhappq_asaq_al_1y,5,45206492,2031
cycling_dhappq_asaq_al_1y,6,44268532,2031
cycling_dhappq_asaq_al_1y,7,45307548,2031
cycling_dhappq_asaq_al_1y,8,46137336,2031
cycling_dhappq_asaq_al_1y,9,45045112,2031
cycling_dhappq_asaq_al_1y,10,46217628,2031
cycling_dhappq_asaq_al_1y,11,45832744,2031
cycling_dhappq_asaq_al_1y,12,45025636,2031
cycling_dhappq_asaq_al_1y,13,46188644,2031
cycling_dhappq_asaq_al_1y,14,45758352,2031
cycling_dhappq_asaq_al_1y,15,44805480,2031
cycling_dhappq_asaq_al_1y,16,47557220,2031
cycling_dhappq_asaq_al_1y,17,46843576,2031
cycling_dhappq_asaq_al_1y,18,44664440,2031
cycling_dhappq_asaq_al_1y,19,45612512,2031
cycling_dhappq_asaq_al_1y,20,46159132,2031
cycling_dhappq_asaq_al_1y,21,45482928,2031
cycling_dhappq_asaq_al_1y,22,45713604,2031
cycling_dhappq_asaq_al_1y,23,45805364,2031
cycling_dhappq_asaq_al_1y,24,48039900,2031
cycling_dhappq_asaq_al_1y,25,46588076,2031
cycling_dhappq_asaq_al_1y,26,44086952,2031
cycling_dhappq_asaq_al_1y,27,45682684,2031
cycling_dhappq_asaq_al_1y,28,44381296,2031
cycling_dhappq_asaq_al_1y,29,44814536,2031
cycling_dhappq_asaq_al_1y,30,44085504,2031
cycling_dhappq_asaq_al_1y,31,45082624,2031
cycling_dhappq_asaq_al_2y,0,45640332,2031
cycling_dhappq_asaq_al_2y,1,44623036,2031
cycling_dhappq_asaq_al_2y,2,45810840,2031
cycling_dhappq_asaq_al_2y,3,46894216,2031
cycling_dhappq_asaq_al_2y,4,45641588,2031
cycling_dhappq_asaq_al_2y,5,45599324,2031
cycling_dhappq_asaq_al_2y,6,44744864,2031
cycling_dhappq_asaq_al_2y,7,45159924,2031
cycling_dhappq_asaq_al_2y,8,44719348,2031
cycling_dhappq_asaq_al_2y,9,47009608,2031
cycling_dhappq_asaq_al_2y,10,45538024,2031
cycling_dhappq_asaq_al_2y,11,43394912,2031
cycling_dhappq_asaq_al_2y,12,45290544,2031
cycling_dhappq_asaq_al_2y,13,44605276,2031
cycling_dhappq_asaq_al_2y,14,43722896,2031
cycling_dhappq_asaq_al_2y,15,46089864,2031
cycling_dhappq_asaq_al_2y,16,44889948,2031
cycling_dhappq_asaq_al_2y,17,44715844,2031
cycling_dhappq_asaq_al_2y,18,45510344,2031
cycling_dhappq_asaq_al_2y,19,45277336,2031
cycling_dhappq_asaq_al_2y,20,44916284,2031
cycling_dhappq_asaq_al_2y,21,45931504,2031
cycling_dhappq_asaq_al_2y,22,44740204,2031
cycling_dhappq_asaq_al_2y,23,46433924,2031
cycling_dhappq_asaq_al_2y,24,45009632,2031
cycling_dhappq_asaq_al_2y,25,47362012,2031
cycling_dhappq_asaq_al_2y,26,44635260,2031
cycling_dhappq_asaq_al_2y,27,44661768,2031
cycling_dhappq_asaq_al_2y,28,44418720,2031
cycling_dhappq_asaq_al_2y,29,45557288,2031
cycling_dhappq_asaq_al_2y,30,45141652,2031
cycling_dhappq_asaq_al_2y,31,44945496,2031
dhappq,0,52987924,2031
dhappq,1,52756232,2031
dhappq,2,51999536,2031
dhappq,3,52953956,2031
dhappq,4,51217824,2031
dhappq,5,51994064,2031
dhappq,6,53042196,2031
dhappq,7,51511492,2031
dhappq,8,52798504,2031
dhappq,9,52061896,2031
dhappq,10,52054856,2031
dhappq,11,52201360,2031
dhappq,12,53460816,2031
dhappq,13,52681196,2031
dhappq,14,51949436,2031
dhappq,15,52441392,2031
dhappq,16,53206716,2031
dhappq,17,52179996,2031
dhappq,18,51924992,2031
dhappq,19,53044912,2031
dhappq,20,52888184,2031
dhappq,21,52183904,2031
dhappq,22,53182232,2031
dhappq,23,51607388,2031
dhappq,24,52789992,2031
dhappq,25,52792952,2031
dhappq,26,51506760,2031
dhappq,27,52926356,2031
dhappq,28,52907172,2031
dhappq,29,52248308,2031
dhappq,30,51866920,2031
dhappq,31,52517920,2031
mft_al25_asaq75,0,43589900,2031
mft_al25_asaq75,1,42495348,2031
mft_al25_asaq75,2,43447760,2031
mft_al25_asaq75,3,43437500,2031
mft_al25_asaq75,4,42523896,2031
mft_al25_asaq75,5,43228296,2031
mft_al25_asaq75,6,43186860,2031
mft_al25_asaq75,7,42927004,2031
mft_al25_asaq75,8,42346104,2031
mft_al25_asaq75,9,42842724,2031
mft_al25_asaq75,10,43131896,2031
mft_al25_asaq75,11,42878212,2031
mft_al25_asaq75,12,42769624,2031
mft_al25_asaq75,13,43776388,2031
mft_al25_asaq75,14,43692716,2031
mft_al25_asaq75,15,42620548,2031
mft_al25_asaq75,16,42539312,2031
mft_al25_asaq75,17,42595240,2031
mft_al25_asaq75,18,42913968,2031
mft_al25_asaq75,19,41557976,2031
mft_al25_asaq75,20,43994076,2031
mft_al25_asaq75,21,41876080,2031
mft_al25_asaq75,22,42747616,2031
mft_al25_asaq75,23,41483396,2031
mft_al25_asaq75,24,41797752,2031
mft_al25_asaq75,25,43625288,2031
mft_al25_asaq75,26,43210084,2031
mft_al25_asaq75,27,44253964,2031
mft_al25_asaq75,28,41144692,2031
mft_al25_asaq75,29,43090932,2031
mft_al25_asaq75,30,42665772,2031
mft_al25_asaq75,31,42528504,2031
mft_al25_dhappq75,0,49387784,2031
mft_al25_dhappq75,1,49506304,2031
mft_al25_dhappq75,2,51043968,2031
mft_al25_dhappq75,3,48493332,2031
mft_al25_dhappq75,4,49565000,2031
mft_al25_dhappq75,5,49963304,2031
mft_al25_dhappq75,6,50653032,2031
mft_al25_dhappq75,7,50131560,2031
mft_al25_dhappq75,8,49959380,2031
mft_al25_dhappq75,9,50472260,2031
mft_al25_dhappq75,10,50210832,2031
mft_al25_dhappq75,11,49670780,2031
mft_al25_dhappq75,12,50372896,2031
mft_al25_dhappq75,13,48739840,2031
mft_al25_dhappq75,14,48795880,2031
mft_al25_dhappq75,15,50393172,2031
mft_al25_dhappq75,16,50479620,2031
mft_al25_dhappq75,17,50683992,2031
mft_al25_dhappq75,18,50768320,2031
mft_al25_dhappq75,19,49801968,2031
mft_al25_dhappq75,20,49390244,2031
mft_al25_dhappq75,21,50384996,2031
mft_al25_dhappq75,22,49583412,2031
mft_al25_dhappq75,23,51465300,2031
mft_al25_dhappq75,24,50249016,2031
mft_al25_dhappq75,25,50335664,2031
mft_al25_dhappq75,26,49489736,2031
mft_al25_dhappq75,27,49796668,2031
mft_al25_dhappq75,28,49443104,2031
mft_al25_dhappq75,29,50860524,2031
mft_al25_dhappq75,30,51355584,2031
mft_al25_dhappq75,31,50224156,2031
mft_al50_asaq50,0,48520636,2031
mft_al50_asaq50,1,46128800,2031
mft_al50_asaq50,2,48298756,2031
mft_al50_asaq50,3,48478368,2031
mft_al50_asaq50,4,46962076,2031
mft_al50_asaq50,5,46595720,2031
mft_al50_asaq50,6,46592472,2031
mft_al50_asaq50,7,48273496,2031
mft_al50_asaq50,8,47476812,2031
mft_al50_asaq50,9,47341512,2031
mft_al50_asaq50,10,47853428,2031
mft_al50_asaq50,11,47593552,2031
mft_al50_asaq50,12,47460820,2031
mft_al50_asaq50,13,46901296,2031
mft_al50_asaq50,14,48520744,2031
mft_al50_asaq50,15,50303612,2031
mft_al50_asaq50,16,50803040,2031
mft_al50_asaq50,17,47514088,2031
mft_al50_asaq50,18,49118356,2031
mft_al50_asaq50,19,49027924,2031
mft_al50_asaq50,20,50087584,2031
mft_al50_asaq50,21,48906988,2031
mft_al50_asaq50,22,49696848,2031
mft_al50_asaq50,23,47705548,2031
mft_al50_asaq50,24,47453740,2031
mft_al50_asaq50,25,48639444,2031
